,name,teff,fe,obs,bc,ha,jd,obs.1,type,run,number,obstime,gaidos_name,tycho_name,VTmag,e_VTmag,BTmag,e_BTmag,Vmag,e_Vmag,2mass_name,K_2mass_mag,e_K_2mass_mag,J_2mass_mag,e_J_2mass_mag,Kmag,e_Kmag,V-K,e_V-K,teff_derived,e_teff_derived,Plx,e_Plx,abs_Vmag,e_abs_Vmag,abs_Kmag,e_abs_Kmag,radius,u_radius,logg,u_logg,age,u_age,mass,u_mass
18,   HIP 15563 ,4718,0.16,rj86.134,-27448.8125,3.1129999160799997,15260.746093799999,rj86.134,t,j86,134,2010-03-05 05:54,   HIP 15563 ,TYC  649-5-1,9.722999572753906,0.032000001519918435,11.038000106811523,0.06400000303983687,9.59798066782797,0.06109376290179789,2MASS J03202921+0827161,6.88100004196167,0.023000000044703484,7.545000076293945,0.024000000208616257,6.911891210300517,0.034190719421550365,2.686089457527455,0.09528448232334827,4500.4251199343435,74.33743042945925,34.18000030517578,1.7000000476837158,7.26684097913953,0.42572037814671065,4.580751521612075,0.3988173346664631,0.68,0.04,4.63,0.03,9.63,0.49,0.72,0.05
24,   HIP 20359 ,4547,-0.04,rj86.173,-27128.998046900004,3.91499996185,15260.824218799999,rj86.173,t,j86,173,2010-03-05 07:46,   HIP 20359 ,TYC 3333-840-1,9.6899995803833,0.027000000700354576,11.104999542236328,0.0560000017285347,9.555444343095292,0.052153981436453764,2MASS J04213589+4820130,6.752999782562256,0.017000000923871994,7.478000164031982,0.023000000044703484,6.783350978841032,0.028390917771630143,2.7720933642542613,0.0805448992080839,4431.7216817976705,111.12850938122988,32.580001831054695,1.9500000476837158,7.120199864998402,0.497173204026217,4.348106500744144,0.4734101403613934,0.69,0.04,4.62,0.03,9.71,0.5,0.73,0.05
56,   HIP 54651 ,4395,-0.89,rj86.215,4592.23095703,1.2070000171700002,15261.0009766,rj86.215,t,j86,215,2010-03-05 12:01,   HIP 54651 ,TYC 5504-85-1,9.383000373840332,0.02199999988079071,10.666999816894533,0.0430000014603138,9.260834944277814,0.04169890028722584,2MASS J11111076-1057038,6.334000110626223,0.019999999552965164,7.105999946594237,0.026000000536441803,6.363522586211277,0.031585729515758755,2.897312358066535,0.07328462980298459,4336.3765819483615,141.0036558170208,47.849998474121094,1.2599999904632568,7.660244585596484,0.2155075534575769,4.762932227529948,0.20539438268610985,0.65,0.04,4.65,0.03,9.63,0.5,0.68,0.05
68,   HIP 64262 ,4639,-0.25,rj90.711,-14186.490234399998,-1.3780000209799999,15320.8115234,rj90.711,t,j90,711,2010-05-04 07:28,   HIP 64262 ,TYC  884-191-1,9.380000114440918,0.024000000208616257,10.687000274658203,0.04899999871850014,9.255721864547557,0.04612337988346815,2MASS J13101698+0932097,6.688000202178955,0.023000000044703484,7.339000225067139,0.026000000536441803,6.719930230448183,0.034020620981955296,2.535791634099376,0.08014400086542345,4627.1870978673805,80.9993660458058,35.86999893188477,1.440000057220459,7.029378683266593,0.3362247153839119,4.493587049167217,0.32412195648239905,0.7,0.04,4.62,0.04,9.62,0.49,0.74,0.06
70,   HIP 66222 ,3861,-0.11,rj90.713,-10896.4589844,-1.5190000534099999,15320.822265600002,rj90.713,t,j90,713,2010-05-04 07:44,   HIP 66222 ,TYC  310-369-1,10.168999671936037,0.035999998450279236,11.635000228881836,0.07599999755620956,10.029357672971855,0.06994271724000573,2MASS J13342150+0440026,6.3379998207092285,0.023000000044703484,7.2129998207092285,0.027000000700354576,6.3622384295454255,0.035338490493251766,3.6671192434264297,0.1052812077332575,3850.8407072409705,211.2316466086231,48.77999877929688,1.6200000047683716,8.470566598520046,0.2877623531108502,4.803447355093615,0.2531581263640963,0.59,0.04,4.69,0.03,9.64,0.5,0.61,0.05
71,   HIP 66283 ,4880,0.18,rj90.714,-11112.3076172,-1.4090000391,15320.8271484,rj90.714,t,j90,714,2010-05-04 07:51,   HIP 66283 ,TYC  313-555-1,9.045999526977539,0.01899999938905239,10.286999702453613,0.03400000184774399,8.927722369314088,0.035062179763875906,2MASS J13350631+0650276,6.492000102996826,0.017999999225139618,7.0879998207092285,0.023000000044703484,6.524804294702122,0.028616895979402063,2.4029180746119647,0.06367907574327797,4746.789614517157,93.04974065436436,30.76000022888184,1.1399999856948853,6.367654041118746,0.3152467610989177,3.9647359665067796,0.30880147731444385,0.76,0.04,4.58,0.04,9.82,0.48,0.8,0.05
67,   HIP 64048 ,4615,0.08,rj90.745,-16101.453125,1.59599995613,15320.931640600002,rj90.745,t,j90,745,2010-05-04 10:21,   HIP 64048 ,TYC 2534-1499-1,9.43299961090088,0.019999999552965164,10.883000373840332,0.045000001788139336,9.29497115685526,0.039698899959400284,2MASS J13073508+3424060,6.420000076293945,0.023000000044703484,7.13100004196167,0.023000000044703484,6.44982566514154,0.03427990380100115,2.8451454917137213,0.07397880376040145,4375.442019906827,132.45781033206558,41.900001525878906,1.5199999809265137,7.406041350765588,0.2896075584923369,4.5608958590518665,0.2841885623339377,0.67,0.04,4.64,0.03,9.66,0.5,0.7,0.05
96,  HIP 115004 ,4684,-0.11,rj94.293,23892.7949219,0.884000003338,15397.1162109,rj94.293,t,j94,293,2010-07-19 14:47,  HIP 115004 ,TYC 1161-37-1,9.82800006866455,0.032000001519918435,11.06999969482422,0.06199999898672104,9.709633390726307,0.0604876416734606,2MASS J23173230+0941364,6.798999786376952,0.017000000923871994,7.526000022888184,0.023000000044703484,6.828590369497436,0.02845992240627396,2.881043021228872,0.08894756407973456,4348.4614744478895,111.84714549555895,26.959999084472656,1.399999976158142,6.863232756302272,0.4679416874507677,3.982189735073403,0.435913968183581,0.71,0.03,4.61,0.03,9.83,0.48,0.74,0.04
78,   HIP 78999 ,4504,0.24,rj95.15,-24365.3769531,1.9279999733000002,15399.853515600002,rj95.15,t,j95,15,2010-07-22 08:29,   HIP 78999 ,TYC 5041-107-1,10.553999900817873,0.059000000357627876,12.095999717712402,0.1599999964237213,10.40645434188338,0.12537013938218355,2MASS J16073430-0542257,7.1040000915527335,0.017999999225139618,7.894000053405763,0.019999999552965164,7.130893136627492,0.03024540305673332,3.2755612052558885,0.15561554243891687,4078.541332999474,57.37237960335018,27.86000061035156,2.799999952316284,7.631359949895308,0.9067866307634628,4.355798744639418,0.8116618944380124,0.63,0.04,4.66,0.03,9.75,0.52,0.65,0.04
86,  HIP 101262 ,4774,0.19,rj95.1319,5460.15185547,2.5569999218,15406.046875,rj95.1319,t,j95,1319,2010-07-28 13:07,  HIP 101262 ,TYC 2693-1563-1,9.335000038146973,0.016000000759959214,10.663000106811523,0.032000001519918435,9.208771099724672,0.030546881450898945,2MASS J20313207+3346331,6.497000217437744,0.017999999225139618,7.13700008392334,0.020999999716877937,6.5279035237205525,0.028808622279315993,2.680867576004119,0.05935550373021493,4504.684220828372,135.2350055659374,38.18000030517578,1.1699999570846558,7.1179507373696635,0.2478402144351237,4.437083161365544,0.2461019552635408,0.69,0.04,4.63,0.03,9.66,0.49,0.73,0.05
76,   HIP 77908 ,4612,0.28,rj95.1497,-26479.1152344,1.9160000085799997,15406.825195299998,rj95.1497,t,j95,1497,2010-07-29 07:48,   HIP 77908 ,TYC 6783-2164-1,9.347000122070312,0.023000000044703484,10.67300033569336,0.04600000008940697,9.220957873458305,0.043911140085347,2MASS J15543843-2600150,6.235000133514402,0.024000000208616257,6.949999809265138,0.01899999938905239,6.264047436627238,0.035334010572150416,2.9569104368310626,0.07924515065749743,4292.853494885782,139.35740279988107,39.45000076293945,8.880000114440918,7.2011929531804775,1.6240255149873448,4.244282516349415,1.6154483854741484,0.67,0.05,4.64,0.04,9.66,0.5,0.7,0.06
99,  HIP 117559 ,4581,0.07,rj97.2424,14815.212890600002,1.5340000391,15437.058593799999,rj97.2424,t,j97,2424,2010-08-28 13:24,  HIP 117559 ,TYC 2767-1913-1,9.44499969482422,0.02199999988079071,11.02400016784668,0.052000001072883606,9.293452430013154,0.04442644016981125,2MASS J23502786+3021117,6.392000198364258,0.024000000208616257,7.091000080108643,0.023000000044703484,6.421626818761737,0.035259782308206165,2.871825611251416,0.0796862224780174,4355.347600418452,126.419896292398,40.2400016784668,1.3600000143051147,7.316742380827665,0.2802198141987266,4.444916769576248,0.2710531563371215,0.68,0.03,4.63,0.03,9.69,0.5,0.71,0.05
91,  HIP 109980 ,4580,0.0,rj97.2606,9767.40722656,3.1050000190700002,15438.052734399998,rj97.2606,t,j97,2606,2010-08-29 13:15,  HIP 109980 ,TYC 4463-938-1,9.336000442504883,0.017999999225139618,10.80500030517578,0.03999999910593033,9.19605410362751,0.03557747871935367,2MASS J22163180+6820231,6.401999950408936,0.019999999552965164,7.0920000076293945,0.028999999165534977,6.432374436950967,0.031125148358810462,2.7636796666765413,0.06670262707816413,4438.324487452722,133.71208712982624,41.68999862670898,0.8799999952316284,7.296213507729527,0.1812205559920702,4.532533841052985,0.17676822563152694,0.68,0.04,4.63,0.03,9.65,0.5,0.71,0.05
8,    HIP 5663 ,4357,-0.05,rj128.549,22228.3457031,1.35199999809,15771.0791016,rj128.549,t,j128,549,2011-07-28 13:53,    HIP 5663 ,TYC 6425-1223-1,9.699999809265137,0.023000000044703484,11.260000228881836,0.05799999833106995,9.55052066822172,0.04754785955246538,2MASS J01124611-2514082,6.414999961853027,0.017000000923871994,7.203000068664551,0.023000000044703484,6.443067730359008,0.02868159669345956,3.1074529378627123,0.07622945624592495,4187.911468287662,166.9806847959264,45.4000015258789,1.5499999523162842,7.835800005489702,0.2767949158795259,4.728347067626992,0.25792865302052004,0.64,0.04,4.65,0.03,9.67,0.5,0.66,0.05
1,    HIP 1532 ,3956,-0.37,rj131.363,9107.53808594,2.9760000705699996,15808.123046899998,rj131.363,t,j131,363,2011-09-03 14:57,    HIP 1532 ,TYC 5261-677-1,10.086999893188477,0.03400000184774399,11.557000160217285,0.0729999989271164,9.94695191050875,0.06642742208257317,2MASS J00190556-0957530,6.548999786376952,0.020999999716877937,7.375999927520753,0.019999999552965164,6.575257539350712,0.03304398009724301,3.3716943711580374,0.09947140217981618,4019.3705441757866,169.42101336561345,48.16999816894531,1.7300000190734863,8.360835059538157,0.3029643270215672,4.989140688380121,0.269580885036237,0.6,0.04,4.68,0.03,9.65,0.5,0.62,0.05
10,    HIP 9788 ,4444,-0.37,rj131.737,23463.2050781,1.3409999609,15810.121093799999,rj131.737,t,j131,737,2011-09-05 14:54,    HIP 9788 ,TYC 2308-254-1,9.946999549865724,0.032000001519918435,11.355999946594238,0.06599999964237213,9.813032153363352,0.06169988187216222,2MASS J02054930+3047019,6.960000038146973,0.017999999225139618,7.671000003814697,0.020999999716877937,6.989980282339396,0.029392395960804982,2.8230518710239565,0.09109227783296722,4392.2666391032,100.04898833258163,34.779998779296875,1.4299999475479126,7.519679965482812,0.3615703135044336,4.696628094458855,0.3292628275930764,0.66,0.04,4.64,0.03,9.64,0.5,0.69,0.05
11,   HIP 10337 ,4019,0.12,rj137.108,-12084.839843799999,3.1459999084500003,15878.017578100002,rj137.108,t,j137,108,2011-11-12 12:25,   HIP 10337 ,TYC 5861-2058-1,9.9350004196167,0.03400000184774399,11.571000099182127,0.08399999886751175,9.777073252640216,0.06976108206450939,2MASS J02131212-2111474,6.504000186920166,0.017999999225139618,7.296000003814697,0.019999999552965164,6.531102398896036,0.029863653947316944,3.2459708537441814,0.09962473601182634,4097.232065597674,148.57905574990588,43.0,1.6699999570846558,7.94441553053815,0.33512243328973257,4.698444676793967,0.2952250051725401,0.63,0.04,4.66,0.03,9.65,0.51,0.66,0.05
13,   HIP 11000 ,4703,0.2,rj137.115,-9839.28027344,3.2790000438700004,15878.029296899998,rj137.115,t,j137,115,2011-11-12 12:42,   HIP 11000 ,TYC 4697-245-1,9.16800022125244,0.01899999938905239,10.451000213623047,0.03700000047683717,9.045926059392713,0.03597135934840888,2MASS J02214443-0652462,6.4670000076293945,0.016000000759959214,7.130000114440918,0.026000000536441803,6.498863345956615,0.02695388850743119,2.5470627134361004,0.06292524785584007,4617.374313403299,111.92358200251572,37.34000015258789,1.3799999952316284,6.906797636331617,0.2998170248417845,4.359734922895518,0.2907995540008068,0.71,0.04,4.62,0.03,9.68,0.49,0.75,0.05
17,   HIP 15095 ,4265,-0.21,rj137.116,-5486.78222656,2.507999897,15878.033203100002,rj137.116,t,j137,116,2011-11-12 12:47,   HIP 15095 ,TYC 6442-466-1,9.30500030517578,0.01899999938905239,10.71500015258789,0.03999999910593033,9.170935130528264,0.03688053893294185,2MASS J03144460-2626466,6.066999912261963,0.017000000923871994,6.860000133514402,0.027000000700354576,6.095295460227286,0.02863623794684231,3.0756396703009803,0.06551677687978416,4209.513135584977,180.50108793534386,54.47999954223633,1.3899999856948853,7.8521206068062925,0.19809845690984865,4.776480936505312,0.1898541559237491,0.64,0.04,4.66,0.03,9.62,0.51,0.66,0.05
22,   HIP 19165 ,4412,-0.22,rj137.118,1280.22802734,1.88399994373,15878.042968799999,rj137.118,t,j137,118,2011-11-12 13:01,   HIP 19165 ,TYC 5889-644-1,9.838000297546387,0.028999999165534977,11.302000045776367,0.06400000303983687,9.69856099042223,0.05718457983389496,2MASS J04063483-2051103,6.702000141143799,0.017000000923871994,7.439000129699707,0.020999999716877937,6.730995237832492,0.02848583060871335,2.9675657525897376,0.08567041044260831,4285.1936964338975,129.89507228735158,42.540000915527344,1.6399999856948853,7.842548464989264,0.3214972314946509,4.874982712399525,0.2927984822694693,0.64,0.04,4.66,0.03,9.62,0.51,0.66,0.05
30,   HIP 32769 ,4420,-0.05,rj149.106,-23270.8183594,2.17700004578,16027.753906200001,rj149.106,t,j149,106,2012-04-10 06:05,   HIP 32769 ,TYC 4097-1471-1,8.72599983215332,0.014999999664723871,10.133999824523926,0.028999999165534977,8.592130247885281,0.028334639310222117,2MASS J06495699+6020077,5.611999988555908,0.017999999225139618,6.335000038146973,0.01899999938905239,5.641096567697534,0.029216644506383917,2.951033680187747,0.057551283816606034,4297.093732928081,175.68977748993268,60.959999084472656,1.2999999523162842,7.517355006930757,0.15788200876850922,4.566321326743012,0.15876401396467102,0.66,0.04,4.64,0.03,9.62,0.49,0.69,0.05
31,   HIP 32919 ,4382,-0.01,rj149.108,-26826.484375,2.28699994087,16027.759765600002,rj149.108,t,j149,108,2012-04-10 06:14,   HIP 32919 ,TYC 3394-19-1,9.116000175476074,0.020999999716877937,10.569000244140623,0.045000001788139336,8.977670512507267,0.04100196017298848,2MASS J06513242+4722050,5.896999835968018,0.017000000923871994,6.651000022888184,0.020999999716877937,5.925419429543855,0.02845895459693425,3.052251082963413,0.06946091476992272,4225.58700582884,170.21391419153898,53.11999893188477,1.2300000190734863,7.603960800643994,0.18858598172414492,4.55170971768058,0.17604297614809078,0.66,0.04,4.64,0.03,9.67,0.5,0.68,0.05
35,   HIP 40375 ,4463,0.03,rj149.140,-29076.671875,3.3870000839200003,16027.865234399998,rj149.140,t,j149,140,2012-04-10 08:45,   HIP 40375 ,TYC  802-1157-1,8.911999702453613,0.019999999552965164,10.326000213623047,0.03999999910593033,8.777542540906909,0.03818359914653004,2MASS J08143597+1301220,5.890999794006348,0.019999999552965164,6.619999885559082,0.024000000208616257,5.9207622506844055,0.031338297003854015,2.8567802902225035,0.06952189615038404,4366.649350551615,141.7262571314164,54.52999877929688,1.2599999904632568,7.4607199807306515,0.18414355777029584,4.603939690508146,0.17729825562761986,0.67,0.04,4.64,0.03,9.64,0.5,0.7,0.05
16,   HIP 14729 ,4579,0.17,rj156.1602,29345.410156200003,-0.8439999818800001,16152.135742200002,rj156.1602,t,j156,1602,2012-08-12 15:15,   HIP 14729 ,TYC  651-1202-1,9.477999687194824,0.026000000536441803,10.998000144958496,0.06400000303983687,9.33278425923883,0.053275401620268815,2MASS J03101515+1203018,6.624000072479247,0.020999999716877937,7.297999858856201,0.024000000208616257,6.654959264747079,0.032170688420857366,2.6778249944917496,0.08544609004112619,4507.170530253803,90.1126993993753,36.959999084472656,1.5900000333786009,7.171444018190148,0.3613525527121513,4.4936190236984,0.34024783951273985,0.69,0.04,4.63,0.03,9.66,0.5,0.72,0.05
100,  HIP 117946 ,4863,0.03,rj156.1782,19772.8398438,2.0309998989099998,16153.121093799999,rj156.1782,t,j156,1782,2012-08-13 14:54,  HIP 117946 ,TYC 1728-1239-1,8.88599967956543,0.016000000759959214,10.072999954223633,0.029999999329447743,8.772504419705047,0.029940760787054894,2MASS J23552655+2211362,6.196000099182129,0.017999999225139618,6.823999881744385,0.019999999552965164,6.227844652513273,0.02874174877326009,2.5446597671917743,0.058682509560314976,4619.4620910167905,118.8950498128926,39.349998474121094,1.1599999666213991,6.747228018977058,0.23703912689525306,4.202568251785284,0.23584011488145826,0.72,0.03,4.61,0.03,9.71,0.49,0.76,0.05
6,    HIP 4845 ,4170,-0.19,rj158.111,14006.542968799999,2.00500011444,16172.1162109,rj158.111,t,j158,111,2012-09-01 14:47,    HIP 4845 ,TYC 5273-1440-1,10.12399959564209,0.04399999976158142,11.428000450134276,0.0860000029206276,9.999998236146109,0.08339780057445167,2MASS J01022113-1025256,6.5329999923706055,0.017000000923871994,7.416999816894531,0.029999999329447743,6.558829409592383,0.029434073204827424,3.4411688265537266,0.1128318737792791,3978.0143573897053,158.2591473655203,46.22000122070313,4.480000019073486,8.324147999211695,0.7304728416586446,4.8829791726579685,0.6765091142890203,0.6,0.04,4.68,0.04,9.64,0.5,0.62,0.05
65,   HIP 62847 ,4726,0.05,rj165.472,18783.4003906,-1.53999996185,16320.0546875,rj165.472,t,j165,472,2013-01-27 13:18,   HIP 62847 ,TYC 2531-2177-1,9.565999984741213,0.026000000536441803,10.894000053405762,0.054999999701976776,9.43977104631891,0.05054786060869694,2MASS J12524857+3344151,6.8460001945495605,0.027000000700354576,7.456999778747559,0.01899999938905239,6.877705614025233,0.0378717068459869,2.5620654322936782,0.08841956745468384,4604.3914031540035,70.10924614297315,28.07999992370605,1.440000057220459,6.681756557707812,0.4483947743505217,4.119691125414134,0.4357186205878117,0.73,0.04,4.6,0.03,9.83,0.49,0.76,0.05
63,   HIP 60633 ,4724,0.25,rj166.80,19344.9277344,-1.08099997044,16326.0390625,rj166.80,t,j166,80,2013-02-02 12:56,   HIP 60633 ,TYC 1447-1344-1,10.1899995803833,0.032999999821186066,11.494000434875488,0.06400000303983687,10.06599822088732,0.06239682068824767,2MASS J12253499+2149567,7.342000007629394,0.028999999165534977,7.993000030517577,0.020999999716877937,7.3728283885106825,0.04017868606416142,2.6931698323766406,0.10257550675240908,4494.666428558213,62.77523564627961,24.06999969482422,1.5,6.973378644731071,0.5667146236853378,4.280208812354429,0.5444964890612515,0.7,0.03,4.61,0.03,9.77,0.49,0.73,0.04
38,   HIP 41130 ,4410,-0.1,rj166.529,-6134.88085938,-1.29999995232,16327.8583984,rj166.529,t,j166,529,2013-02-04 08:36,   HIP 41130 ,TYC 1390-939-1,9.61299991607666,0.026000000536441803,11.083000183105467,0.0560000017285347,9.472951933396931,0.05085092122286558,2MASS J08233086+2150581,6.553999900817871,0.016000000759959214,7.2829999923706055,0.020999999716877937,6.5835338932464325,0.0273920488424422,2.8894180401505,0.07824297006530777,4342.22943888836,131.38268100862598,37.0099983215332,1.649999976158142,7.314547260392502,0.36999083139453226,4.4251292202420025,0.3465319590141089,0.68,0.04,4.63,0.03,9.7,0.5,0.71,0.05
37,   HIP 40910 ,4119,-0.06,rj166.531,-5532.48583984,-0.950999975204,16327.871093799999,rj166.531,t,j166,531,2013-02-04 08:54,   HIP 40910 ,TYC  807-557-1,9.852999687194824,0.03500000014901161,11.475000381469727,0.08799999952316284,9.696664573808896,0.07227638004966079,2MASS J08205533+1404170,6.578999996185303,0.017999999225139618,7.335999965667725,0.01899999938905239,6.607161880147048,0.029700804785729163,3.08950269366185,0.10197718483538996,4200.0630992490915,120.10790393234699,42.65999984741211,1.6599999666213991,7.846768821608943,0.33882177997192026,4.7572661279470925,0.2962462047079886,0.64,0.04,4.65,0.03,9.65,0.51,0.66,0.04
74,   HIP 73427 ,4256,-0.02,rj170.278,-12545.8232422,-0.097000002861,16449.849609399997,rj170.278,t,j170,278,2013-06-06 08:23,   HIP 73427 ,TYC 6752-835-1,10.111000061035156,0.03099999949336052,11.479999542236328,0.06400000303983687,9.980898769404456,0.059790700261071326,2MASS J15001942-2427147,6.803999900817871,0.017999999225139618,7.579999923706055,0.023000000044703484,6.8317636866965845,0.029714442647939068,3.1491350827078737,0.08950514290901039,4160.056470052237,150.64878712898985,33.650001525878906,1.5900000333786009,7.61582421067112,0.4077986724216618,4.466689127963246,0.3777224148085295,0.66,0.04,4.64,0.03,9.69,0.5,0.68,0.05
